,순위,종목코드,href,현재가,매출액[2019],매출액[2019.12],매출액[2020.03],영업이익[2019],영업이익[2019.12],영업이익[2020.03],당기순이익[2019],당기순이익[2019.12],당기순이익[2020.03],자산총계[2019],자산총계[2019.12],자산총계[2020.03],부채총계[2019],부채총계[2019.12],부채총계[2020.03],자본총계[2019],자본총계[2019.12],자본총계[2020.03],영업이익률[2019],영업이익률[2019.12],영업이익률[2020.03],순이익률[2019],순이익률[2019.12],순이익률[2020.03],ROE(%)[2019],ROE(%)[2019.12],ROE(%)[2020.03],ROA(%)[2019],ROA(%)[2019.12],ROA(%)[2020.03],부채비율[2019],부채비율[2019.12],부채비율[2020.03],EPS(원)[2019],EPS(원)[2019.12],EPS(원)[2020.03],PER(배)[2019],PER(배)[2019.12],PER(배)[2020.03],BPS(원)[2019],BPS(원)[2019.12],BPS(원)[2020.03],PBR(배)[2019],PBR(배)[2019.12],PBR(배)[2020.03],현금배당수익률[2019],현금배당수익률[2019.12],현금배당수익률[2020.03],현금배당성향(%)[2019],현금배당성향(%)[2019.12],현금배당성향(%)[2020.03]
맥쿼리인프라,54,088980,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=088980,"11,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대건설,55,000720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000720,"35,700","172,788","46,315","40,589","8,597","1,702","1,653","5,733",69,"1,965","182,270","182,270","193,766","95,120","95,120","105,861","87,150","87,150","87,905",4.98,3.67,4.07,3.32,0.15,4.84,6.30,6.30,6.62,3.16,3.16,3.25,109.15,109.15,120.43,"3,656",-64,"1,202",11.57,11.57,7.03,"59,778","59,778","60,551",0.71,0.71,0.45,1.42,,,16.41,-933.52,
LG이노텍,56,011070,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011070,"157,500","83,021","29,652","20,109","4,031","2,093","1,380","1,023",155,806,"57,708","57,708","57,579","35,662","35,662","34,630","22,046","22,046","22,949",4.86,7.06,6.86,1.23,0.52,4.01,4.73,4.73,9.85,1.77,1.77,3.82,161.76,161.76,150.90,"4,323",654,"3,404",32.39,32.39,12.50,"93,161","93,161","96,977",1.50,1.50,1.18,0.21,,,6.94,45.89,
포스코케미칼,57,003670,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003670,"63,300","14,838","3,869","3,875",899,232,160,"1,012",149,142,"17,301","17,301","16,801","7,238","7,238","6,823","10,063","10,063","9,977",6.06,6.01,4.12,6.82,3.86,3.67,11.57,11.57,9.41,7.56,7.56,6.11,71.93,71.93,68.39,"1,672",245,232,29.46,29.46,32.43,"16,356","16,356","16,206",3.01,3.01,2.70,0.81,,,24.14,163.37,
롯데지주,58,004990,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004990,"36,850","88,562","22,553","19,951","1,749",332,92,"-4,116","-8,437",-618,"156,058","156,058","155,909","78,132","78,132","79,105","77,925","77,925","76,804",1.97,1.47,0.46,-4.65,-37.41,-3.10,-5.21,-5.21,-7.81,-1.90,-1.91,-2.65,100.27,100.27,103.00,"-3,395","-7,171",-534,N/A,N/A,N/A,"93,687","93,687","92,324",0.42,0.42,0.26,2.82,,,-21.89,-7.54,
CJ대한통운,59,000120,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000120,"161,000","104,151","28,257","25,154","3,072","1,013",582,509,328,114,"91,100","91,100","94,310","54,548","54,548","57,297","36,552","36,552","37,014",2.95,3.59,2.31,0.49,1.16,0.45,1.41,1.41,2.34,0.60,0.60,0.82,149.23,149.23,154.80,"1,741","1,541",691,89.01,89.01,44.00,"164,787","164,787","166,903",0.94,0.94,0.81,,,,0.00,0.00,
유한양행,60,000100,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000100,"55,900","14,804","3,937","3,133",125,85,11,366,27,"1,154","21,172","21,172","22,524","4,672","4,672","5,187","16,500","16,500","17,338",0.85,2.16,0.34,2.47,0.69,36.82,2.43,2.43,8.33,1.71,1.71,6.06,28.32,28.32,29.92,588,68,"1,702",80.44,80.44,22.22,"26,384","26,384","27,766",1.79,1.79,1.65,0.81,,,59.44,512.24,
GS,61,078930,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=078930,"40,400","177,861","43,359","41,961","20,331","4,815",95,"6,689",183,"-2,952","247,393","247,393","244,705","137,397","137,397","139,269","109,995","109,995","105,436",11.43,11.11,0.22,3.76,0.42,-7.04,6.26,6.26,0.58,2.82,2.82,0.69,124.91,124.91,132.09,"5,744",213,"-3,571",8.98,8.98,71.32,"93,771","93,771","89,099",0.55,0.55,0.41,3.68,,,33.08,892.89,
DB손해보험,62,005830,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005830,"50,300","186,761","45,891","53,441","5,116",704,"2,039","3,823",562,"1,553","557,778","557,778","563,246","496,287","496,287","502,924","61,491","61,491","60,322",2.74,1.53,3.82,2.05,1.23,2.90,6.92,6.84,8.06,0.72,0.72,0.85,807.09,807.09,833.73,"5,334",807,"2,216",9.81,9.81,5.38,"93,984","93,984","96,905",0.56,0.56,0.36,2.87,,,25.14,166.08,0.00
삼성카드,63,029780,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029780,"30,400","32,934","7,265","9,126","4,497",863,"1,505","3,441",614,"1,122","220,382","220,382","222,812","151,418","151,418","155,176","68,964","68,964","67,636",13.65,11.88,16.49,10.45,8.45,12.29,5.04,5.04,4.98,1.53,1.53,1.47,219.56,219.56,229.43,"2,970",530,968,13.00,13.00,10.31,"64,628","64,628","63,382",0.60,0.60,0.47,4.15,,,49.62,278.18,0.00
에스원,64,012750,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012750,"90,900","21,515","5,808","5,337","1,968",425,479,"1,466",297,346,"17,950","17,950","18,160","4,674","4,674","5,384","13,276","13,276","12,776",9.15,7.32,8.98,6.82,5.11,6.48,11.32,11.32,11.58,8.43,8.43,8.11,35.20,35.20,42.14,"3,859",782,910,24.28,24.28,21.05,"39,266","39,266","37,788",2.39,2.39,2.12,2.67,,,57.64,284.59,
이마트,65,139480,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=139480,"118,500","190,629","48,332","52,108","1,507",-100,484,"2,238",684,445,"210,948","210,948","209,212","108,880","108,880","110,074","102,067","102,067","99,137",0.79,-0.21,0.93,1.17,1.41,0.86,2.76,2.76,2.52,1.18,1.18,0.95,106.68,106.68,111.03,"8,391","2,897","1,752",15.20,15.20,13.82,"326,681","326,681","316,506",0.39,0.39,0.34,1.57,,,23.06,66.77,
현대제철,66,004020,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004020,"24,950","205,126","48,218","46,680","3,313","-1,479",-297,256,-737,"-1,154","343,663","343,663","339,990","171,326","171,326","173,278","172,337","172,337","166,712",1.62,-3.07,-0.64,0.13,-1.53,-2.47,0.10,0.10,-1.28,0.08,0.08,-0.60,99.41,99.41,103.94,128,-559,-865,245.36,245.36,N/A,"128,729","128,729","124,463",0.24,0.24,0.14,2.38,,,575.59,-131.98,
대림산업,67,000210,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000210,"92,200","97,001","27,469","25,094","11,301","3,685","2,902","7,103","1,496","2,232","134,452","134,452","141,451","67,085","67,085","72,522","67,367","67,367","68,929",11.65,13.41,11.56,7.32,5.45,8.89,11.74,11.74,11.07,5.41,5.41,5.07,99.58,99.58,105.21,"17,228","3,822","5,153",5.25,5.25,4.43,"153,815","153,815","157,285",0.59,0.59,0.47,1.44,,,7.57,34.14,
더존비즈온,68,012510,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012510,"106,000","2,627",774,712,668,243,163,510,173,104,"7,270","7,270","7,457","3,640","3,640","3,876","3,630","3,630","3,581",25.43,31.39,22.93,19.43,22.31,14.58,18.78,18.78,18.66,10.15,10.15,9.61,100.28,100.28,108.26,"1,669",544,329,48.54,48.54,50.20,"11,656","11,656","11,495",6.95,6.95,7.05,0.58,,,30.32,89.57,0.00
호텔신라,69,008770,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008770,"81,600","57,173","15,440","9,437","2,959",776,-668,"1,694",380,-736,"35,273","35,273","33,188","26,077","26,077","24,813","9,195","9,195","8,375",5.17,5.03,-7.08,2.96,2.46,-7.80,20.16,20.16,5.39,5.81,5.81,1.25,283.59,283.59,296.28,"4,243",950,"-1,839",21.40,21.40,63.76,"24,282","24,282","22,114",3.74,3.74,3.19,0.39,,,7.83,34.94,0.00
GS리테일,70,007070,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007070,"39,700","90,069","22,408","21,419","2,388",499,888,"1,436",97,494,"70,548","70,548","71,004","45,040","45,040","45,646","25,508","25,508","25,358",2.65,2.23,4.14,1.60,0.43,2.31,6.25,6.25,8.52,2.36,2.36,2.63,176.57,176.57,180.01,"1,729",93,712,22.70,22.70,13.19,"28,232","28,232","28,167",1.39,1.39,1.10,1.91,,,43.38,806.56,
한미약품,71,128940,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=128940,"263,000","11,136","3,029","2,882","1,039",299,287,639,172,115,"19,137","19,137","19,741","10,914","10,914","11,441","8,223","8,223","8,300",9.33,9.87,9.97,5.73,5.69,4.00,7.30,7.30,6.51,3.54,3.54,3.03,132.74,132.74,137.83,"4,400","1,231",637,67.39,67.39,66.02,"61,479","61,479","61,812",4.82,4.82,4.23,0.17,,,11.07,39.58,
한국타이어앤테크놀로지,72,161390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=161390,"25,000","68,833","16,650","14,358","5,440","1,172","1,060","4,296",304,977,"101,646","101,646","107,452","29,774","29,774","34,687","71,872","71,872","72,765",7.90,7.04,7.38,6.24,1.82,6.80,6.03,6.03,5.56,4.30,4.30,3.82,41.43,41.43,47.67,"3,387",236,770,9.91,9.91,6.09,"57,785","57,785","58,634",0.58,0.58,0.33,1.64,,,16.24,233.50,
한국금융지주,73,071050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071050,"55,600","107,713","21,611","80,385","9,418","1,878","-1,679","8,472","1,511","-1,145","607,663","607,663","711,542","557,333","557,333","664,436","50,330","50,330","47,106",8.74,8.69,-2.09,7.87,6.99,-1.42,18.14,18.14,10.37,1.36,1.36,0.66,"1,107.36","1,107.36","1,410.50","13,724","2,474","-1,841",5.28,5.28,6.47,"85,684","85,684","80,201",0.84,0.84,0.62,4.01,,,20.08,111.39,0.00
두산밥캣,74,241560,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=241560,"30,000","45,096","11,285","10,642","4,770",962,868,"2,721",416,335,"67,042","67,042","72,870","27,252","27,252","31,749","39,791","39,791","41,121",10.58,8.53,8.16,6.03,3.69,3.15,7.05,6.96,5.91,4.14,4.08,3.31,68.49,68.49,77.21,"2,714",415,334,12.65,12.82,7.70,"39,692","39,692","41,019",0.87,0.87,0.44,3.49,,,44.21,144.49,
대우조선해양,75,042660,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=042660,"27,950","83,587","21,887","19,581","2,928","1,546","2,790",-465,-906,"2,425","112,761","112,761","112,435","75,212","75,212","72,447","37,549","37,549","39,988",3.50,7.06,14.25,-0.56,-4.14,12.38,-1.22,-1.22,0.02,-0.40,-0.40,0.01,200.30,200.30,181.17,-434,-845,"2,262",N/A,N/A,"1,681.46","35,030","35,030","37,306",0.80,0.80,0.36,,,,0.00,0.00,
한화솔루션,77,009830,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009830,"18,350","95,033","24,517","22,484","3,783",300,"1,590","-2,489","-5,031",640,"156,811","156,811","166,083","98,753","98,753","107,996","58,058","58,058","58,088",3.98,1.22,7.07,-2.62,-20.52,2.85,-4.02,-4.02,-4.90,-1.61,-1.61,-1.90,170.09,170.09,185.92,"-1,457","-3,041",398,N/A,N/A,N/A,"35,228","35,228","35,614",0.54,0.54,0.38,1.06,,,-13.71,-6.59,0.00
NH투자증권,79,005940,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005940,"10,400","115,035","7,796","68,528","5,754",684,538,"4,764","1,165",311,"500,751","500,751","580,678","446,830","446,830","527,584","53,921","53,921","53,094",5.00,8.78,0.78,4.14,14.94,0.45,9.12,9.12,6.49,0.92,0.92,0.60,828.68,828.68,993.68,"1,584",388,107,8.02,8.02,8.02,"17,974","17,974","17,704",0.71,0.71,0.51,3.94,,,31.70,129.46,0.00
한국가스공사,80,036460,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036460,"30,700","249,826","68,861","79,678","13,345","4,203","9,590",583,"-2,505","5,418","393,119","393,119","395,521","311,653","311,653","309,957","81,465","81,465","85,564",5.34,6.10,12.04,0.23,-3.64,6.80,0.48,0.48,0.54,0.15,0.15,0.17,382.56,382.56,362.25,420,"-2,738","5,819",90.14,90.14,43.66,"89,612","89,612","94,349",0.42,0.42,0.23,1.00,,,85.91,-13.17,
하이트진로,81,000080,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000080,"37,250","20,351","5,586","5,339",882,327,561,-424,-252,334,"32,709","32,709","36,368","22,377","22,377","26,164","10,332","10,332","10,204",4.34,5.85,10.51,-2.08,-4.50,6.25,-3.86,-3.86,0.46,-1.27,-1.27,0.14,216.58,216.58,256.41,-594,-353,469,N/A,N/A,390.26,"14,796","14,796","14,614",1.96,1.96,1.84,2.41,,,-115.48,-194.53,
쌍용양회,82,003410,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003410,"5,370","15,385","4,181","3,139","2,284",696,307,"1,316",296,196,"33,288","33,288","33,175","15,263","15,263","15,567","18,025","18,025","17,608",14.85,16.64,9.78,8.55,7.09,6.25,7.02,7.02,7.55,3.89,3.89,4.10,84.68,84.68,88.41,259,59,39,21.86,21.86,16.59,"3,566","3,566","3,484",1.59,1.59,1.29,7.41,,,161.94,187.87,283.33
삼성증권,83,016360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016360,"30,450","66,562","14,032","58,386","5,176","1,141",220,"3,918",895,154,"447,296","447,296","556,863","397,803","397,803","508,806","49,493","49,493","48,057",7.78,8.13,0.38,5.89,6.38,0.26,8.15,8.15,6.12,0.94,0.94,0.61,803.76,803.76,"1,058.76","4,388","1,002",172,8.80,8.80,9.04,"55,423","55,423","53,815",0.70,0.70,0.55,4.40,,,38.74,169.68,0.00
CJ,84,001040,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001040,"91,000","337,797","88,513","78,400","15,092","3,739","2,643","3,238","-1,542","3,633","403,814","403,814","412,164","257,663","257,663","261,562","146,151","146,151","150,602",4.47,4.22,3.37,0.96,-1.74,4.63,6.24,6.24,8.48,0.90,0.90,1.42,176.30,176.30,173.68,"7,491",-795,"4,273",12.90,12.90,6.20,"134,491","134,491","138,931",0.72,0.72,0.46,1.92,,,23.26,-219.19,
한국항공우주,85,047810,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=047810,"27,000","31,102","11,062","8,277","2,756",777,661,"1,683",-36,795,"43,671","43,671","47,683","31,840","31,840","35,436","11,832","11,832","12,247",8.86,7.03,7.99,5.41,-0.33,9.60,15.84,15.84,18.70,4.14,4.14,4.48,269.11,269.11,289.35,"1,748",-32,821,19.48,19.48,9.85,"11,714","11,714","12,146",2.91,2.91,1.72,1.17,,,22.88,"-1,236.17",
부광약품,86,003000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003000,"37,850","1,682",514,378,95,61,8,-74,58,-9,"3,885","3,885","4,199",620,620,"1,338","3,265","3,265","2,862",5.67,11.91,2.00,-4.42,11.26,-2.50,-2.00,-2.00,-3.20,-1.69,-1.69,-2.46,19.00,19.00,46.75,-111,87,-14,N/A,N/A,N/A,"5,091","5,091","4,592",2.82,2.82,5.52,1.33,1.28,,-164.46,210.58,
BGF리테일,87,282330,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=282330,"151,000","59,461","14,970","13,931","1,966",445,185,"1,514",343,120,"21,724","21,724","21,789","15,498","15,498","15,912","6,226","6,226","5,877",3.31,2.97,1.33,2.55,2.29,0.86,26.46,26.46,26.29,8.28,8.28,6.73,248.93,248.93,270.74,"8,758","1,984",695,19.35,19.35,16.02,"36,040","36,040","34,021",4.70,4.70,3.88,1.59,,,30.81,135.99,
롯데쇼핑,88,023530,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023530,"92,300","176,220","43,140","40,767","4,279",436,521,"-8,401","-10,029",-433,"339,726","339,726","332,627","220,709","220,709","215,654","119,017","119,017","116,973",2.43,1.01,1.28,-4.77,-23.25,-1.06,-8.14,-8.14,-9.64,-2.79,-2.79,-2.99,185.44,185.44,184.36,"-32,153","-35,650","-2,398",N/A,N/A,N/A,"376,574","376,574","369,312",0.36,0.36,0.20,2.80,,,-11.81,-10.65,
삼성엔지니어링,89,028050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=028050,"13,200","63,680","17,553","15,925","3,855",667,855,"2,956",472,695,"45,452","45,452","45,711","32,424","32,424","31,769","13,029","13,029","13,942",6.05,3.80,5.37,4.64,2.69,4.36,24.62,24.62,20.52,6.44,6.44,5.60,248.86,248.86,227.86,"1,493",244,357,12.86,12.86,7.57,"6,749","6,749","7,224",2.84,2.84,1.40,,,,0.00,0.00,
휠라홀딩스,90,081660,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=081660,"43,200","34,504","7,896","7,899","4,707",851,671,"3,381",515,395,"37,702","37,702","41,215","19,693","19,693","22,468","18,009","18,009","18,748",13.64,10.78,8.50,9.80,6.52,5.00,23.80,23.80,19.36,9.56,9.56,7.23,109.35,109.35,119.84,"4,365",777,551,12.14,12.14,7.71,"20,545","20,545","21,586",2.58,2.58,1.35,0.41,,,4.99,28.05,
현대차2우B,91,005387,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005387,"112,000","1,057,464","278,241","253,194","36,055","11,644","8,638","31,856","7,721","5,527","1,945,122","1,945,122","1,988,508","1,181,465","1,181,465","1,229,242","763,658","763,658","759,266",3.41,4.18,3.41,3.01,2.77,2.18,4.32,4.32,3.80,1.70,1.70,1.46,154.71,154.71,161.90,"10,761","2,905","1,673",11.20,11.20,9.40,"267,549","267,549","266,807",0.45,0.45,0.33,3.32,,,35.35,98.27,
현대해상,92,001450,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001450,"27,700","168,459","42,062","47,547","3,953",289,"1,290","2,691",244,895,"463,938","463,938","472,383","418,834","418,834","426,455","45,104","45,104","45,928",2.35,0.69,2.71,1.60,0.58,1.88,6.23,6.23,6.33,0.60,0.60,0.61,928.60,928.60,928.52,"3,011",273,"1,002",8.95,8.95,7.21,"56,567","56,567","57,601",0.48,0.48,0.39,3.27,,,26.07,287.08,0.00
신세계,93,004170,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004170,"247,500","63,942","17,687","11,969","4,678","1,942",33,"5,931","-1,692",16,"130,185","130,185","131,037","75,034","75,034","77,222","55,151","55,151","53,816",7.32,10.98,0.27,9.28,-9.57,0.13,14.24,14.24,-3.59,4.92,4.92,-0.68,136.05,136.05,143.49,"53,472","-19,369",-157,5.40,5.40,N/A,"399,182","399,182","386,376",0.72,0.72,0.56,0.69,,,3.74,-10.32,
금호석유,94,011780,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011780,"76,200","49,779","11,857","12,255","3,678",159,"1,331","2,947",179,"1,276","45,380","45,380","46,211","19,085","19,085","19,612","26,296","26,296","26,599",7.39,1.34,10.87,5.92,1.51,10.41,11.84,11.84,12.16,6.44,6.44,6.56,72.58,72.58,73.73,"8,796",534,"3,809",8.81,8.81,7.04,"94,221","94,221","95,307",0.82,0.82,0.68,1.94,,,13.87,228.36,
SKC,95,011790,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011790,"60,400","25,398","6,601","6,611","1,551",301,274,674,68,861,"39,730","39,730","57,596","22,466","22,466","35,463","17,264","17,264","22,133",6.11,4.56,4.15,2.65,1.03,13.02,3.86,3.86,6.84,1.73,1.73,2.68,130.13,130.13,160.23,"1,591",152,"2,111",32.06,32.06,11.65,"44,022","44,022","55,936",1.16,1.16,0.67,1.96,,,59.32,620.76,0.00
GS건설,96,006360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006360,"28,700","104,166","27,981","24,415","7,673","1,823","1,710","4,475",-1,"1,315","131,712","131,712","141,314","90,282","90,282","99,919","41,430","41,430","41,394",7.37,6.51,7.00,4.30,0.00,5.39,11.79,11.79,11.75,3.55,3.55,3.32,217.91,217.91,241.38,"5,552",6,"1,604",5.59,5.59,3.69,"50,056","50,056","49,909",0.62,0.62,0.41,3.22,,,17.91,"16,239.81",
한미사이언스,97,008930,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008930,"33,850","8,166","2,186","2,144",161,40,45,307,78,65,"9,108","9,108","9,052","2,651","2,651","2,664","6,457","6,457","6,388",1.98,1.82,2.11,3.77,3.57,3.04,4.73,4.73,4.86,3.36,3.36,3.38,41.06,41.06,41.71,466,118,99,82.35,82.35,56.87,"9,982","9,982","9,875",3.84,3.84,2.73,0.51,,,41.26,162.45,0.00
일진머티리얼즈,98,020150,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020150,"47,600","5,502","1,268","1,374",468,20,110,468,88,181,"10,369","10,369","10,419","2,127","2,127","2,128","8,242","8,242","8,291",8.52,1.57,7.98,8.51,6.95,13.16,8.52,8.52,9.45,5.42,5.42,6.02,25.81,25.81,25.66,"1,016",191,392,42.09,42.09,27.40,"12,390","12,390","12,496",3.45,3.45,2.51,0.12,,,4.92,26.15,0.00
메리츠증권,99,008560,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008560,"3,530","119,126","32,414","70,676","6,799","2,263","1,447","5,546","1,630","1,023","381,099","381,099","415,230","340,907","340,907","374,912","40,193","40,193","40,318",5.71,6.98,2.05,4.66,5.03,1.45,15.05,15.05,13.96,1.59,1.60,1.34,848.18,848.18,929.88,780,230,143,4.86,4.86,3.90,"5,934","5,934","5,953",0.64,0.64,0.48,5.28,,,24.73,83.99,0.00
한샘,100,009240,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009240,"91,000","16,984","4,345","4,926",558,216,171,427,222,119,"12,026","12,026","12,650","5,893","5,893","6,590","6,133","6,133","6,059",3.28,4.98,3.48,2.51,5.12,2.43,7.32,7.32,7.36,3.99,3.99,3.60,96.09,96.09,108.76,"1,815",944,479,34.26,34.26,27.89,"33,659","33,659","33,243",1.85,1.85,1.51,1.93,,,49.52,95.18,0.00
오뚜기,102,007310,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007310,"586,000","23,597","5,988","6,455","1,483",209,572,998,129,499,"21,521","21,521","23,231","8,056","8,056","9,509","13,465","13,465","13,722",6.28,3.50,8.87,4.23,2.15,7.73,7.79,7.79,9.16,4.73,4.74,5.29,59.83,59.83,69.30,"26,861","3,688","13,519",20.63,20.63,14.83,"376,620","376,620","384,127",1.47,1.47,1.24,1.35,,,26.27,191.38,
제일기획,103,030000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030000,"18,000","34,217","9,035","6,812","2,058",516,305,"1,395",371,251,"22,528","22,528","22,590","12,960","12,960","13,588","9,568","9,568","9,003",6.02,5.71,4.48,4.08,4.11,3.69,15.09,15.09,16.07,6.30,6.30,6.18,135.44,135.44,150.93,"1,200",316,209,20.04,20.04,13.10,"9,347","9,347","8,804",2.57,2.57,1.80,3.41,,,60.16,228.34,
한화,104,000880,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000880,"28,950","504,124","127,293","144,619","11,257","1,148","2,964","2,311","-4,354","1,847","1,822,862","1,822,862","1,864,399","1,640,222","1,640,222","1,684,320","182,640","182,640","180,079",2.23,0.90,2.05,0.46,-3.42,1.28,2.09,2.09,2.67,0.13,0.13,0.14,898.06,898.06,935.32,919,"-1,775","1,372",27.21,27.21,12.74,"48,086","48,086","47,901",0.52,0.52,0.32,2.80,,,72.88,-37.73,
